99999	99999	99999	99999	99999	329.85	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	5517.3	1009.8	99999	99999	99999	99999	99999	99999	208.19	99999	99999
99999	99999	115.56	99999	99999	99999	99999	99999	3303.6	99999	99999	329.85	99999	99999	99999	99999	99999	99999	658.88	99999	265.18	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	115.56	99999	99999	99999	99999	99999	9267.2	2285.7	99999	99999	149.68	2367.3	99999	99999	99999	99999	99999	247.7	99999	1115.3	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	99999	101.54	99999	99999	99999	99999	99999	99999	99999	99999	99999	991.12	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	2142.8	99999	978.84	299.76	99999	99999	99999
99999	99999	99999	101.54	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	1193.7	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	3248	99999	1333.2	359.13	99999	99999	99999
329.85	99999	99999	99999	99999	99999	99999	99999	99999	2259.1	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	136.29	99999	99999	99999	99999	99999	99999	99999	140.25	99999	99999
99999	99999	99999	99999	99999	99999	99999	370.3	99999	99999	107.13	960.69	146.75	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	9267.2	99999	99999	99999	370.3	99999	99999	99999	1417.2	3909.1	110.35	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	171.81	99999	99999	99999	99999	99999	99999	2689.6	99999
99999	3303.6	2285.7	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	122.86	486.84	127.64	99999	525	99999	99999	99999	99999	99999	99999	99999	99999	99999	2451.6	162.07
99999	99999	99999	99999	99999	2259.1	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	195.75	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	99999	99999	99999	107.13	1417.2	99999	99999	99999	4271.4	401.21	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	7118.5	99999	99999	99999	99999	99999
99999	329.85	149.68	99999	99999	99999	960.69	3909.1	99999	99999	4271.4	99999	562.69	99999	99999	99999	99999	99999	5060.6	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	2367.3	99999	99999	99999	146.75	110.35	99999	99999	401.21	562.69	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	577.07	99999	99999	99999	99999	99999	99999	9951.2	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	284.29	99999	1761.4	99999	121.84	99999	99999	99999	8406.7	112.56	221.88	99999	5978.8	99999	99999	747.47	2689.6
99999	99999	99999	991.12	1193.7	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	379.52	6272.1	942.86	99999	99999	99999	99999	99999	99999	99999	3475.7	99999	99999	105.67	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	284.29	379.52	99999	942.86	130.9	99999	654.73	99999	99999	99999	99999	2299.2	296.23	99999	99999	327.87	99999	2848.9	566.25
99999	99999	99999	99999	99999	99999	99999	99999	122.86	99999	99999	99999	99999	99999	6272.1	942.86	99999	127.64	486.84	99999	5759.3	99999	99999	99999	99999	99999	99999	99999	99999	99999	3086.2	140.25
99999	99999	99999	99999	99999	99999	99999	99999	486.84	99999	99999	99999	99999	1761.4	942.86	130.9	127.64	99999	2598	99999	99999	99999	99999	99999	99999	6010.8	99999	99999	1699.2	99999	1201.1	135.82
99999	658.88	247.7	99999	99999	99999	99999	99999	127.64	99999	99999	5060.6	99999	99999	99999	99999	486.84	2598	99999	99999	942.86	99999	99999	3974.9	99999	99999	99999	99999	99999	99999	642.45	200.79
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	121.84	99999	654.73	99999	99999	99999	99999	99999	99999	99999	99999	171.02	115.56	99999	408.74	99999	99999	99999	99999
99999	265.18	1115.3	99999	99999	99999	99999	99999	525	99999	99999	99999	99999	99999	99999	99999	5759.3	99999	942.86	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
5517.3	99999	99999	99999	99999	136.29	99999	99999	99999	195.75	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	1383	99999	99999
