99999	99999	99999	99999	99999	15.643	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	13.569	14.504	99999	99999	99999	99999	99999	99999	16.551	99999	99999
99999	99999	21.18	99999	99999	99999	99999	99999	13.801	99999	99999	15.643	99999	99999	99999	99999	99999	99999	14.851	99999	16.008	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	21.18	99999	99999	99999	99999	99999	13.363	13.99	99999	99999	17.857	13.972	99999	99999	99999	99999	99999	16.143	99999	14.432	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	99999	80.711	99999	99999	99999	99999	99999	99999	99999	99999	99999	14.518	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	14.026	99999	14.527	15.793	99999	99999	99999
99999	99999	99999	80.711	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	14.385	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	13.81	99999	14.311	15.522	99999	99999	99999
15.643	99999	99999	99999	99999	99999	99999	99999	99999	13.997	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	18.544	99999	99999	99999	99999	99999	99999	99999	18.305	99999	99999
99999	99999	99999	99999	99999	99999	99999	15.48	99999	99999	25.617	14.541	17.981	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	13.363	99999	99999	99999	15.48	99999	99999	99999	14.272	13.722	23.131	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	17.18	99999	99999	99999	99999	99999	99999	13.904	99999
99999	13.801	13.99	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	19.806	15.15	19.245	99999	15.07	99999	99999	99999	99999	99999	99999	99999	99999	99999	13.953	17.433
99999	99999	99999	99999	99999	13.997	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	16.727	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	99999	99999	99999	25.617	14.272	99999	99999	99999	13.681	15.376	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	13.465	99999	99999	99999	99999	99999
99999	15.643	17.857	99999	99999	99999	14.541	13.722	99999	99999	13.681	99999	15	99999	99999	99999	99999	99999	13.606	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	13.972	99999	99999	99999	17.981	23.131	99999	99999	15.376	15	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	14.975	99999	99999	99999	99999	99999	99999	13.337	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	15.882	99999	14.138	99999	19.95	99999	99999	99999	13.4	22.127	16.389	99999	13.536	99999	99999	14.74	13.904
99999	99999	99999	14.518	14.385	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	15.447	13.516	14.555	99999	99999	99999	99999	99999	99999	99999	13.777	99999	99999	27.678	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	15.882	15.447	99999	14.555	18.944	99999	14.856	99999	99999	99999	99999	13.987	15.812	99999	99999	15.652	99999	13.875	14.994
99999	99999	99999	99999	99999	99999	99999	99999	19.806	99999	99999	99999	99999	99999	13.516	14.555	99999	19.245	15.15	99999	13.551	99999	99999	99999	99999	99999	99999	99999	99999	99999	13.835	18.305
99999	99999	99999	99999	99999	99999	99999	99999	15.15	99999	99999	99999	99999	14.138	14.555	18.944	19.245	99999	13.922	99999	99999	99999	99999	99999	99999	13.533	99999	99999	14.159	99999	14.381	18.575
99999	14.851	16.143	99999	99999	99999	99999	99999	19.245	99999	99999	13.606	99999	99999	99999	99999	15.15	13.922	99999	99999	14.555	99999	99999	13.714	99999	99999	99999	99999	99999	99999	14.874	16.652
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	19.95	99999	14.856	99999	99999	99999	99999	99999	99999	99999	99999	17.198	21.18	99999	15.353	99999	99999	99999	99999
99999	16.008	14.432	99999	99999	99999	99999	99999	15.07	99999	99999	99999	99999	99999	99999	99999	13.551	99999	14.555	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
13.569	99999	99999	99999	99999	18.544	99999	99999	99999	16.727	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	14.287	99999	99999
14.504	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	19.285	99999	99999	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	17.18	99999	99999	99999	99999	14.975	13.4	99999	99999	99999	99999	13.714	99999	99999	99999	99999	99999	13.843	99999	99999	99999	99999	99999	17.67	13.81
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	22.127	99999	13.987	99999	99999	99999	17.198	99999	99999	99999	13.843	99999	14.56	99999	99999	99999	99999	14.657	13.333
99999	99999	99999	14.026	13.81	99999	99999	99999	99999	99999	99999	99999	99999	16.389	13.777	15.812	99999	13.533	99999	21.18	99999	99999	99999	99999	14.56	99999	99999	16.984	14.541	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	13.465	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	19.285	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	14.527	14.311	99999	99999	99999	99999	99999	99999	99999	99999	13.536	99999	99999	99999	99999	99999	15.353	99999	99999	99999	99999	99999	16.984	99999	99999	13.43	99999	99999	99999
99999	99999	99999	15.793	15.522	99999	99999	99999	99999	99999	99999	99999	99999	99999	27.678	15.652	99999	14.159	99999	99999	99999	99999	99999	99999	99999	14.541	99999	13.43	99999	99999	99999	99999
16.551	99999	99999	99999	99999	18.305	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	14.287	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	13.904	13.953	99999	99999	99999	13.337	14.74	99999	13.875	13.835	14.381	14.874	99999	99999	99999	99999	17.67	14.657	99999	99999	99999	99999	99999	99999	17.125
99999	99999	99999	99999	99999	99999	99999	99999	17.433	99999	99999	99999	99999	13.904	99999	14.994	18.305	18.575	16.652	99999	99999	99999	99999	13.81	13.333	99999	99999	99999	99999	99999	17.125	99999
