99999	99999	99999	99999	99999	3551.5	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	56827	10671	99999	99999	99999	99999	99999	99999	2243.6	99999	99999
99999	99999	1206.7	99999	99999	99999	99999	99999	34247	99999	99999	3551.5	99999	99999	99999	99999	99999	99999	7017.7	99999	2859.7	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	1206.7	99999	99999	99999	99999	99999	94933	23822	99999	99999	1598.6	24659	99999	99999	99999	99999	99999	2671.6	99999	11764	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	99999	1028.4	99999	99999	99999	99999	99999	99999	99999	99999	99999	10477	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	22354	99999	10350	3230.3	99999	99999	99999
99999	99999	99999	1028.4	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	12576	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	33678	99999	14019	3863	99999	99999	99999
3551.5	99999	99999	99999	99999	99999	99999	99999	99999	23549	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	1447.4	99999	99999	99999	99999	99999	99999	99999	1492.3	99999	99999
99999	99999	99999	99999	99999	99999	99999	3981.6	99999	99999	1103.5	10161	1565.7	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	94933	99999	99999	99999	3981.6	99999	99999	99999	14886	40433	1143.6	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	1844.8	99999	99999	99999	99999	99999	99999	27963	99999
99999	34247	23822	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	1292.8	5213.1	1348.2	99999	5614.5	99999	99999	99999	99999	99999	99999	99999	99999	99999	25523	1736.9
99999	99999	99999	99999	99999	23549	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	2107.8	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	99999	99999	99999	1103.5	14886	99999	99999	99999	44130	4309.1	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	73114	99999	99999	99999	99999	99999
99999	3551.5	1598.6	99999	99999	99999	10161	40433	99999	99999	44130	99999	6010.3	99999	99999	99999	99999	99999	52176	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	24659	99999	99999	99999	1565.7	1143.6	99999	99999	4309.1	6010.3	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	6161.1	99999	99999	99999	99999	99999	99999	1.0187e+05	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	3064.7	99999	18434	99999	1280.9	99999	99999	99999	86199	1170.6	2392.3	99999	61524	99999	99999	7942.8	27963
99999	99999	99999	10477	12576	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	4079.4	64508	9976.1	99999	99999	99999	99999	99999	99999	99999	36006	99999	99999	1084.8	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	3064.7	4079.4	99999	9976.1	1385.8	99999	6974.3	99999	99999	99999	99999	23960	3192.6	99999	99999	3530.4	99999	29594	6047.6
99999	99999	99999	99999	99999	99999	99999	99999	1292.8	99999	99999	99999	99999	99999	64508	9976.1	99999	1348.2	5213.1	99999	59290	99999	99999	99999	99999	99999	99999	99999	99999	99999	32022	1492.3
99999	99999	99999	99999	99999	99999	99999	99999	5213.1	99999	99999	99999	99999	18434	9976.1	1385.8	1348.2	99999	27024	99999	99999	99999	99999	99999	99999	61849	99999	99999	17793	99999	12653	1442
99999	7017.7	2671.6	99999	99999	99999	99999	99999	1348.2	99999	99999	52176	99999	99999	99999	99999	5213.1	27024	99999	99999	9976.1	99999	99999	41104	99999	99999	99999	99999	99999	99999	6845.9	2162.9
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	1280.9	99999	6974.3	99999	99999	99999	99999	99999	99999	99999	99999	1836.1	1206.7	99999	4388.8	99999	99999	99999	99999
99999	2859.7	11764	99999	99999	99999	99999	99999	5614.5	99999	99999	99999	99999	99999	99999	99999	59290	99999	9976.1	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
56827	99999	99999	99999	99999	1447.4	99999	99999	99999	2107.8	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	14533	99999	99999
10671	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	1343.7	99999	99999	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	1844.8	99999	99999	99999	99999	6161.1	86199	99999	99999	99999	99999	41104	99999	99999	99999	99999	99999	31487	99999	99999	99999	99999	99999	1654.2	33678
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	1170.6	99999	23960	99999	99999	99999	1836.1	99999	99999	99999	31487	99999	9915.1	99999	99999	99999	99999	8767.5	1.029e+05
99999	99999	99999	22354	33678	99999	99999	99999	99999	99999	99999	99999	99999	2392.3	36006	3192.6	99999	61849	99999	1206.7	99999	99999	99999	99999	9915.1	99999	99999	1945.3	10161	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	73114	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	1343.7	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	10350	14019	99999	99999	99999	99999	99999	99999	99999	99999	61524	99999	99999	99999	99999	99999	4388.8	99999	99999	99999	99999	99999	1945.3	99999	99999	79823	99999	99999	99999
99999	99999	99999	3230.3	3863	99999	99999	99999	99999	99999	99999	99999	99999	99999	1084.8	3530.4	99999	17793	99999	99999	99999	99999	99999	99999	99999	10161	99999	79823	99999	99999	99999	99999
2243.6	99999	99999	99999	99999	1492.3	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	14533	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
99999	99999	99999	99999	99999	99999	99999	27963	25523	99999	99999	99999	1.0187e+05	7942.8	99999	29594	32022	12653	6845.9	99999	99999	99999	99999	1654.2	8767.5	99999	99999	99999	99999	99999	99999	1871.3
99999	99999	99999	99999	99999	99999	99999	99999	1736.9	99999	99999	99999	99999	27963	99999	6047.6	1492.3	1442	2162.9	99999	99999	99999	99999	33678	1.029e+05	99999	99999	99999	99999	99999	1871.3	99999
