9.0072e+15	9811.6	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	1596	1828.8	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9555.9	9.0072e+15	15076	9.0072e+15	9.0072e+15	9.0072e+15	21710	9.0072e+15	9.0072e+15	23405	9.0072e+15	9.0072e+15	1810.5	12315	9.0072e+15	9.0072e+15	21962	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	3962.8	9.0072e+15	9.0072e+15	9.0072e+15	9555.9	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	23063	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15
9811.6	9.0072e+15	6727	9.0072e+15	19734	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	2033.9	9.0072e+15	10658	9.0072e+15	9.0072e+15	9.0072e+15	1492.2	793.66	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	22130	9.0072e+15	21627	9.0072e+15	9.0072e+15	9.0072e+15	5102.6	24923	9.0072e+15	384.98	9.0072e+15	21003	9.0072e+15	1977.2	9.0072e+15	26561	4948.5	9.0072e+15	9.0072e+15	23063	9.0072e+15	9.0072e+15	9.0072e+15	5025.4	9.0072e+15	1259.4	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	18214	25760	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15
9.0072e+15	6727	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	7213.8	9.0072e+15	9.0072e+15	9.0072e+15	8130.3	9.0072e+15	8010	9.0072e+15	18095	9.0072e+15	22722	21502	18889	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	8010	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	8130.3	2285.5	9.0072e+15	2033.9	9.0072e+15	9.0072e+15	9.0072e+15	20345	9.0072e+15	2384.8	24443	15785	22004	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	7213.8	9.0072e+15	19009	9.0072e+15	9.0072e+15	9.0072e+15	15635	5102.6	9.0072e+15	15635	9.0072e+15	12733	9.0072e+15	9.0072e+15
9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	13978	17586	24792	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	5869	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	25450	9.0072e+15	166.17	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	14159	9.0072e+15	9.0072e+15	9.0072e+15
9.0072e+15	19734	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	6279.3	9.0072e+15	9.0072e+15	10956	9.0072e+15	12315	9.0072e+15	9.0072e+15	11190	19531	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	646.57	9.0072e+15	9.0072e+15	9.0072e+15	1492.2	9.0072e+15	9.0072e+15	26920	9.0072e+15	21.18	9.0072e+15	9.0072e+15	21169	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	11936	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	7127.1	208.25	9.0072e+15	9.0072e+15	9.0072e+15	6840.5	9.0072e+15
9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	3962.8	12698	9.0072e+15	9.0072e+15	9.0072e+15	272.53	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	11902	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	14450	9.0072e+15	9.0072e+15	9.0072e+15
9.0072e+15	9.0072e+15	7213.8	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	13440	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	3589.5	9.0072e+15	15187	9.0072e+15	6196.5	9.0072e+15	1275.5	9.0072e+15	9.0072e+15	9.0072e+15	5574.1	9.0072e+15	363.55	9.0072e+15	24573	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	272.53	9.0072e+15	5574.1	1101.3	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	20385	15673	9.0072e+15	23405	9.0072e+15	9.0072e+15	8311.9	9.0072e+15	9.0072e+15	2384.8	6224.1	20140	9.0072e+15	9.0072e+15
9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	142.57	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	15673	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	3295.4	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	4999.7	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	311.87	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	20714	9.0072e+15	1341
9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	6279.3	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	534.05	9.0072e+15	135	7920.2	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	10857	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	18769	9.0072e+15	9.0072e+15	9.0072e+15	10857	9.0072e+15	10691	9.0072e+15	7098.3	4323.9	9.0072e+15	9.0072e+15	2445.1	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	6727	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	3962.8	11936	9.0072e+15	9.0072e+15	12733	1010	9.0072e+15
9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	142.57	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	18214	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	7330	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	8311.9	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	1613.5	9.0072e+15	26561	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	24792	9.0072e+15	9.0072e+15	9.0072e+15	9.0072e+15	21962	9.0072e+15	4130
