9999	190	9999	9999	9999	9999	9999	9999	933	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	801	9999	9999	919	9999	464	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	792	9999	9999	351	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	346	965	9999	9999	9999	9999	9999
587	9999	9999	9999	9999	9999	9999	9999	236	9999	9999	9999	9999	9999	9999	9999	9999	9999	392	9999	9999	9999	9999	9999	9999	266	9999	9999	9999	9999	609	9999	9999	9999	9999	9999	9999	9999	730	9999	9999	9999	9999	9999	9999	9999	769	9999	9999	9999	9999	9999	9999	9999	9999	206	9999	9999	637	9999	9999	9999	9999	9999
9999	9999	9999	9999	363	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	861	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	864	9999	569	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	663	9999	9999	9999	9999	9999	570	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	347	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	988	9999	501	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	551	769	9999	9999	9999	448	9999	9999
9999	9999	544	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	912	9999	366	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	264	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	826	9999	9999	9999	9999	9999	9999	710	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	434	9999	9999	9999	9999	9999	9999	9999	326	9999	9999	9999	9999	9999	389	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	831	9999	9999	368	9999	9999	583	9999	9999	9999	816	305	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	202	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	783	9999	9999	9999	529	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	967	9999	9999	9999	9999	9999	9999	9999	508	9999	9999	9999	9999	9999	9999	805	919	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	886	9999	9999	9999	9999	9999	9999	9999	9999	488	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	116	9999	9999	115
218	962	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	764	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	563	9999	679	9999	9999	155	9999	9999	9999	9999	9999	9999	9999	9999	9999	230	9999	9999	281	829	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	497	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	428	9999	852	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	293	9999	9999	9999	9999	9999	497	9999	9999	9999	9999	9999	9999	862	9999	306	9999	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	489	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	939	9999	117	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	953	381	9999	9999	9999	991	9999	9999
9999	9999	9999	9999	9999	9999	9999	706	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	913	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	869	9999	9999	9999	9999	177	9999	9999	9999	842	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	673	9999	9999	9999
9999	9999	9999	9999	9999	9999	666	9999	9999	9999	9999	9999	9999	9999	9999	349	9999	9999	937	9999	9999	9999	9999	250	9999	953	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	592	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	992	9999	9999	9999	922	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	381	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	339	9999	9999	791	9999	9999	296	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	816	9999	923	829	9999	9999	9999	9999	9999	9999	9999	9999	9999	861	9999	652	9999	607	9999	9999	507	9999	176	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	500	9999	9999	9999	9999	9999	9999	9999	9999	574
9999	9999	9999	9999	9999	9999	112	9999	9999	9999	9999	9999	819	9999	9999	9999	9999	9999	679	9999	9999	9999	187	979	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	286	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	920	9999	9999	9999	270	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	922	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	738	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	345	9999	966	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	442	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	437	9999	9999	9999	9999	978	9999	9999	9999	9999	9999	9999	9999	9999	9999	728	9999	9999	9999	886	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
9999	226	9999	9999	9999	9999	601	9999	9999	9999	9999	9999	979	9999	9999	318	9999	9999	9999	9999	9999	9999	823	934	9999	329	9999	9999	9999	9999	465	9999	9999	9999	9999	9999	9999	9999	243	9999	9999	9999	9999	9999	9999	9999	609	9999	9999	9999	9999	578	9999	9999	9999	874	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	627	9999	995	9999	9999	9999	9999	261	9999	9999	9999	9999	9999	9999	763	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	135	978	9999	9999	9999	9999	970	9999	9999	9999	9999	9999	9999	622	9999	860	9999	9999	9999	9999	9999	9999	9999	9999	246
9999	9999	9999	9999	9999	411	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	104	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	128	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	867	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	619	9999	9999	9999	9999	925	9999	9999	9999	9999	938	9999	9999	788	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	773	9999	9999	9999	9999	9999	749	9999	9999	9999	9999	9999	9999	139	9999	314	9999	9999	9999	9999	9999	9999	9999	9999	504
9999	9999	9999	9999	9999	9999	914	9999	9999	9999	9999	9999	9999	9999	575	819	9999	9999	387	9999	9999	155	9999	356	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	613	9999	9999	9999	9999	331	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	315	9999	9999	870	722	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	654	9999	9999	9999	9999	9999	507	9999	9999	304	9999	9999	368	9999	9999	9999	409	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	228	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	916	9999	9999	9999	311	9999	9999	9999	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	596	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	616	928	9999	9999	9999	9999	9999	9999	9999	9999	9999	286	9999	9999	9999
767	962	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	819	9999	9999	9999	9999	9999	240	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	146	9999	9999	9999	9999	9999	9999	9999	498	9999	9999	9999	9999	9999	9999	9999	233	9999	9999	9999	9999	9999	9999	9999	9999	941	9999	9999	928	9999	9999	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	441	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	934	9999	9999	114	9999	736	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	847	347	9999	9999	9999	9999	9999	9999	9999	9999	9999	733	9999	9999	9999
9999	9999	9999	9999	9999	9999	9999	993	9999	9999	9999	511	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	420	9999	9999	9999	9999	9999	740	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	764	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	416	9999	9999	900
